bathrooms,bedrooms2,date_posted,builder2,project,floor,furnish_status,price2,property_type2,user_type2,prop_id
2,2,20210908.0,ARK Group,ARK Towers,1,Unfurnished,17000.0,Apartment,Owner,domcache_srp_52948377
2,2,20210829.0,,Umamaheswara Residency,2,Furnished,24000.0,Apartment,Owner,domcache_srp_56733115
2,3,20210820.0,,Muvva Nest Apartment,5,Unfurnished,17000.0,Apartment,Owner,domcache_srp_56579801
3,3,20210818.0,,Silpa Avenue,3,Unfurnished,20000.0,Apartment,Owner,domcache_srp_55972193
2,2,20210904.0,,,2,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56846729
2,2,20210826.0,,Regal Bliss,2,Semi-Furnished,9000.0,Apartment,Owner,domcache_srp_56685169
3,3,20210826.0,Indis,PBEL City,2,Semi-Furnished,35000.0,Apartment,Owner,domcache_srp_56674857
2,2,20210904.0,,,1,Unfurnished,16000.0,Residential House,Owner,domcache_srp_56525761
2,3,20210830.0,,,3,Semi-Furnished,28000.0,Apartment,Owner,domcache_srp_56745723
2,2,20210902.0,,,1,Unfurnished,12000.0,Apartment,Owner,domcache_srp_47738953
3,3,20210915.0,,,5,Semi-Furnished,17000.0,Apartment,Owner,domcache_srp_56586509
3,3,20210822.0,,,1,Unfurnished,40000.0,Apartment,Owner,domcache_srp_56585127
3,2,20210911.0,,,1,Semi-Furnished,22000.0,Builder Floor Apartment,Owner,domcache_srp_56584203
2,2,20210818.0,,,4,Unfurnished,10000.0,Apartment,Owner,domcache_srp_56534221
2,2,20210822.0,,,3,Unfurnished,13500.0,Apartment,Owner,domcache_srp_56584423
4,3,20210917.0,,,,Unfurnished,24000.0,Villa,Owner,domcache_srp_56688153
2,2,20210824.0,,,,Furnished,8000.0,Residential House,Owner,domcache_srp_56627381
3,3,20210901.0,Aditya Construction Company India Pvt. Ltd.,ADITYAS EDENPARK,4,Semi-Furnished,28000.0,Apartment,Owner,domcache_srp_56723849
3,3,20210826.0,,,1,Unfurnished,14000.0,Apartment,Owner,domcache_srp_56667313
2,3,20210820.0,Nagarjuna Construction Company,Eenadu Homes,3,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_48194705
1,2,20210905.0,,,,Unfurnished,12000.0,Residential House,Owner,domcache_srp_56833205
2,2,20210820.0,,,1,Semi-Furnished,14000.0,Apartment,Owner,domcache_srp_56565323
2,2,20210830.0,,Alkapoor Township,4,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_56724345
2,2,20210903.0,Tripura Constructions,Tripura Galaxy,2,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_56668097
2,2,20210823.0,,,4,Unfurnished,12000.0,Builder Floor Apartment,Owner,domcache_srp_56568027
2,2,20210901.0,,,1,Unfurnished,13000.0,Residential House,Owner,domcache_srp_56725005
3,3,20210827.0,,,4,Unfurnished,50000.0,Apartment,Owner,domcache_srp_56668441
3,3,20210829.0,,,5,Furnished,53000.0,Penthouse,Owner,domcache_srp_56668499
2,2,20210820.0,,,2,Semi-Furnished,16999.0,Apartment,Owner,domcache_srp_56509953
3,3,20210904.0,,,2,Furnished,27000.0,Apartment,Owner,domcache_srp_55783829
2,2,20210819.0,,,Ground,Unfurnished,11800.0,Residential House,Owner,domcache_srp_56509437
3,3,20210826.0,,,3,Unfurnished,22000.0,Apartment,Owner,domcache_srp_56121121
3,3,20210904.0,,,2,Unfurnished,35000.0,Apartment,Owner,domcache_srp_51772577
2,2,20210830.0,Prajay Engineers Syndicate Ltd.,Prajay Karol Bagh Apartments,1,Unfurnished,18000.0,Apartment,Owner,domcache_srp_56727713
3,3,20210904.0,,,3,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56836351
2,2,20210823.0,Shriya Infrastructure India Pvt. Ltd.,West Metro Lake Front Apartments,2,Semi-Furnished,17000.0,Apartment,Owner,domcache_srp_56613497
2,3,20210903.0,,,4,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56773995
2,2,20210905.0,,Visal Towers,6,Semi-Furnished,12000.0,Apartment,Owner,domcache_srp_56837679
3,3,20210827.0,,,18,Semi-Furnished,50000.0,Apartment,Owner,domcache_srp_56668989
2,2,20210916.0,,Trishala Saffron Sanathan,2,Semi-Furnished,23000.0,Apartment,Owner,domcache_srp_56572003
2,2,20210916.0,,,2,Unfurnished,7000.0,Apartment,Owner,domcache_srp_56672597
2,3,20210829.0,Matrixx Builders and Developers,Pranithas Pride Homes,2,Semi-Furnished,24000.0,Apartment,Owner,domcache_srp_42526237
2,2,20210904.0,,,2,Unfurnished,13000.0,Residential House,Owner,domcache_srp_55995845
2,2,20210829.0,,,4,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_56012179
2,2,20210820.0,,,1,Semi-Furnished,17000.0,Apartment,Owner,domcache_srp_50261432
2,2,20210918.0,,,,Unfurnished,10000.0,Villa,Owner,domcache_srp_56730749
3,3,20210904.0,,Tangrilla Apartment By Aryamitra,1,Semi-Furnished,30000.0,Apartment,Owner,domcache_srp_55801539
2,2,20210904.0,Home Constructions,Mayuri Hills,4,Unfurnished,15000.0,Apartment,Owner,domcache_srp_56838607
2,2,20210829.0,,,1,Semi-Furnished,15500.0,Builder Floor Apartment,Owner,domcache_srp_52434747
5,4,20210904.0,Lanco Hills Technology Park Pvt. Ltd.,Lanco Hills,21,Furnished,80000.0,Apartment,Owner,domcache_srp_56838235
3,2,20210904.0,,,Ground,Unfurnished,16000.0,Residential House,Owner,domcache_srp_56779185
2,2,20210904.0,,,Upper Basement,Furnished,32000.0,Apartment,Owner,domcache_srp_56840215
2,2,20210901.0,,,Ground,Unfurnished,12000.0,Apartment,Owner,domcache_srp_51896803
3,3,20210825.0,,,1,Semi-Furnished,22900.0,Apartment,Owner,domcache_srp_51074512
2,2,20210904.0,,,3,Semi-Furnished,15500.0,Apartment,Owner,domcache_srp_20470693
2,2,20210831.0,,,2,Semi-Furnished,17000.0,Residential House,Owner,domcache_srp_56738237
2,2,20210830.0,A U Constructions Hyderabad Pvt. Ltd.,Kinetic Harmony Gowtami Enclave,2,Semi-Furnished,22000.0,Apartment,Owner,domcache_srp_56738281
2,3,20210901.0,,,3,Furnished,22000.0,Apartment,Owner,domcache_srp_56789643
2,2,20210907.0,SMR Holdings,SMR Vinay City,6,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56849063
2,3,20210818.0,,,2,Semi-Furnished,32000.0,Apartment,Owner,domcache_srp_49078739
2,3,20210902.0,,,4,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_40745345
3,3,20210902.0,Fortune Green Homes,Golden Oriole,5,Semi-Furnished,35000.0,Apartment,Owner,domcache_srp_56739327
3,3,20210905.0,,,2,Semi-Furnished,26000.0,Apartment,Owner,domcache_srp_56739473
2,2,20210902.0,,,2,Semi-Furnished,22000.0,Residential House,Owner,domcache_srp_49525560
2,2,20210906.0,Gauthami Developers,Sai Subashini Towers,3,Semi-Furnished,23000.0,Apartment,Owner,domcache_srp_56850485
3,3,20210824.0,Honer Homes,Honer Vivantis,2,Semi-Furnished,35000.0,Apartment,Owner,domcache_srp_56624355
2,3,20210820.0,Aditya Construction Company (P) Ltd.,Aditya Imperial Heights,13,Furnished,30000.0,Apartment,Owner,domcache_srp_56580903
2,2,20210911.0,,,4,Semi-Furnished,17000.0,Apartment,Owner,domcache_srp_56624289
2,2,20210826.0,,,1,Semi-Furnished,12500.0,Builder Floor Apartment,Owner,domcache_srp_56678679
2,2,20210829.0,,,,Semi-Furnished,18000.0,Residential House,Owner,domcache_srp_56735025
3,3,20210823.0,Aditya Construction Company (P) Ltd.,Aditya Imperial Heights,13,Semi-Furnished,31000.0,Apartment,Owner,domcache_srp_56622033
2,2,20210906.0,,,2,Unfurnished,9000.0,Residential House,Owner,domcache_srp_56843257
2,2,20210821.0,,,3,Unfurnished,7000.0,Apartment,Owner,domcache_srp_56523167
2,2,20210826.0,Provident Housing Ltd.,Provident Kenworth,3,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_56680287
2,2,20210824.0,,,5,Semi-Furnished,30000.0,Apartment,Owner,domcache_srp_56623053
3,3,20210901.0,Concrete Constructions,Concrete Harmony,1,Semi-Furnished,22000.0,Apartment,Owner,domcache_srp_54005231
3,3,20210823.0,,Sun Valley Apartment,3,Unfurnished,30000.0,Apartment,Owner,domcache_srp_54977343
3,3,20210817.0,,,1,Semi-Furnished,27000.0,Apartment,Owner,domcache_srp_55785747
3,3,20210826.0,,Aditya Hridayam,5,Semi-Furnished,28000.0,Apartment,Owner,domcache_srp_53287793
4,4,20210901.0,,,2,Unfurnished,14000.0,Residential House,Owner,domcache_srp_21171995
2,2,20210829.0,,,1,Unfurnished,25000.0,Residential House,Owner,domcache_srp_56722973
3,3,20210827.0,APR Projects,Praveens Luxuria,,Semi-Furnished,16000.0,Villa,Owner,domcache_srp_56596297
2,2,20210913.0,VS Projects Pvt. Ltd.,Hill Crest,3,Semi-Furnished,23000.0,Apartment,Owner,domcache_srp_56797889
3,3,20210827.0,,PN Aabharana,1,Semi-Furnished,24000.0,Apartment,Owner,domcache_srp_56703079
2,2,20210901.0,,,4,Furnished,15000.0,Apartment,Owner,domcache_srp_56787975
3,3,20210816.0,Vajra Group,Vajras Jasmine County,9,Semi-Furnished,40000.0,Apartment,Owner,domcache_srp_56503779
1,1,20210822.0,,,,Unfurnished,9000.0,Villa,Owner,domcache_srp_55443911
2,2,20210901.0,,,1,Semi-Furnished,10000.0,Apartment,Owner,domcache_srp_56753263
3,3,20210905.0,,,3,Semi-Furnished,28550.0,Apartment,Owner,domcache_srp_56108331
2,2,20210822.0,,,2,Furnished,20000.0,Residential House,Owner,domcache_srp_34173599
2,2,20210828.0,,,2,Semi-Furnished,11500.0,Apartment,Owner,domcache_srp_56706449
2,3,20210903.0,Aditya Developers,Aditya Elegance,2,Unfurnished,26000.0,Apartment,Owner,domcache_srp_56504879
3,3,20210831.0,,,2,Unfurnished,30000.0,Apartment,Owner,domcache_srp_56756313
2,2,20210830.0,,,Ground,Unfurnished,12000.0,Residential House,Owner,domcache_srp_56645131
3,3,20210825.0,My Home Constructions Pvt. Ltd.,My Home Vihanga,13,Semi-Furnished,38000.0,Apartment,Owner,domcache_srp_56645659
3,3,20210825.0,Honer Homes,Honer Vivantis,2,Semi-Furnished,35000.0,Apartment,Owner,domcache_srp_56644971
3,3,20210822.0,,East Villa,4,Unfurnished,15500.0,Apartment,Owner,domcache_srp_56599493
2,3,20210828.0,,,2,Semi-Furnished,15000.0,Residential House,Owner,domcache_srp_55911097
3,3,20210913.0,,,4,Unfurnished,45000.0,Apartment,Owner,domcache_srp_56832401
2,2,20210910.0,Sri Sai Constructions,Dharani Residency,2,Semi-Furnished,16000.0,Apartment,Owner,domcache_srp_56832481
2,2,20210904.0,,,1,Unfurnished,15000.0,Apartment,Owner,domcache_srp_56832579
2,2,20210824.0,,,11,Unfurnished,29000.0,Apartment,Owner,domcache_srp_56587721
2,2,20210830.0,,,3,Unfurnished,15000.0,Apartment,Owner,domcache_srp_41405685
2,2,20210828.0,,Springview Elegance,1,Semi-Furnished,24000.0,Apartment,Owner,domcache_srp_56708281
2,3,20210903.0,Elegant Infratech Builders,Floatilla,2,Semi-Furnished,20500.0,Apartment,Owner,domcache_srp_56811031
1,1,20210829.0,,,1,Unfurnished,7000.0,Residential House,Owner,domcache_srp_56706189
2,3,20210904.0,,,2,Semi-Furnished,22000.0,Apartment,Owner,domcache_srp_56826865
2,2,20210831.0,AP Rajivswagruha Corporation Ltd.,Aarambh Township,2,Semi-Furnished,10000.0,Apartment,Owner,domcache_srp_56764221
3,3,20210819.0,,,5,Furnished,35000.0,Apartment,Owner,domcache_srp_56557217
2,2,20210916.0,,Srinija Gayatri Hills,5,Unfurnished,17500.0,Apartment,Owner,domcache_srp_56657645
3,3,20210903.0,Trishala Infrastructure Pvt. Ltd.,Luxor Apartments,3,Semi-Furnished,32000.0,Apartment,Owner,domcache_srp_56831787
2,2,20210825.0,,,1,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_56638831
3,3,20210818.0,North East Constructions,North East Sneha Arcade,5,Furnished,40000.0,Apartment,Owner,domcache_srp_41660139
2,2,20210821.0,Patel Construction,Sardarpatel Nagar,,Unfurnished,13500.0,Residential House,Owner,domcache_srp_56593467
2,2,20210821.0,,,3,Semi-Furnished,11000.0,Apartment,Owner,domcache_srp_56591721
2,2,20210822.0,,,4,Unfurnished,10000.0,Apartment,Owner,domcache_srp_56590637
2,3,20210824.0,,,Ground,Semi-Furnished,9500.0,Apartment,Owner,domcache_srp_56634493
3,3,20210902.0,,,,Semi-Furnished,22000.0,Residential House,Owner,domcache_srp_56791647
2,1,20210821.0,,,4,Semi-Furnished,11000.0,Apartment,Owner,domcache_srp_56590435
2,3,20210830.0,,,4,Furnished,18000.0,Apartment,Owner,domcache_srp_56749211
2,2,20210827.0,,,1,Unfurnished,9000.0,Apartment,Owner,domcache_srp_56697469
1,1,20210831.0,,,,Unfurnished,7000.0,Residential House,Owner,domcache_srp_56751447
3,3,20210917.0,,Jains Sadguru Heights,2,Semi-Furnished,23000.0,Apartment,Owner,domcache_srp_56751171
2,2,20210816.0,,,4,Unfurnished,8000.0,Apartment,Owner,domcache_srp_55409247
3,3,20210903.0,Aparna Constructions and Estates Pvt. Ltd.,Aparna Sarovar Grande,18,Semi-Furnished,38000.0,Apartment,Owner,domcache_srp_56796221
2,2,20210902.0,,,3,Unfurnished,19500.0,Apartment,Owner,domcache_srp_56595383
2,2,20210824.0,,,,Unfurnished,12500.0,Residential House,Owner,domcache_srp_55506627
3,3,20210830.0,,,4,Unfurnished,16000.0,Apartment,Owner,domcache_srp_56749763
2,2,20210904.0,,Pragathis Dwarakamayee,Ground,Unfurnished,9000.0,Apartment,Owner,domcache_srp_56697519
3,3,20210910.0,Muppa Homes Pvt. Ltd.,Muppas Aishwarya County,5,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_56596329
3,3,20210821.0,,,2,Semi-Furnished,27000.0,Apartment,Owner,domcache_srp_54449189
3,3,20210819.0,,,7,Semi-Furnished,40000.0,Apartment,Owner,domcache_srp_49270207
3,3,20210831.0,SHPL Infra,Nanakramguda,14,Semi-Furnished,35000.0,Apartment,Owner,domcache_srp_56544421
3,3,20210902.0,,,2,Unfurnished,16000.0,Builder Floor Apartment,Owner,domcache_srp_51328104
2,2,20210902.0,,Apple Avenue,1,Unfurnished,8500.0,Residential House,Owner,domcache_srp_56800437
1,1,20210817.0,,,Upper Basement,Unfurnished,10000.0,Residential House,Owner,domcache_srp_56497043
4,3,20210825.0,,,Ground,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_55440599
2,2,20210825.0,SV Constructions,SV Brindavanam,4,Unfurnished,22000.0,Apartment,Owner,domcache_srp_55283149
2,2,20210913.0,,BHEL Employees Cyber Colony,Ground,Unfurnished,8000.0,Residential House,Owner,domcache_srp_56798133
3,3,20210824.0,,,4,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56642691
3,3,20210827.0,,,,Semi-Furnished,17000.0,Villa,Owner,domcache_srp_56705513
2,2,20210828.0,,,2,Semi-Furnished,12000.0,Builder Floor Apartment,Owner,domcache_srp_56644107
3,3,20210911.0,Honer Homes,Honer Vivantis,10,Unfurnished,32000.0,Apartment,Owner,domcache_srp_56752155
2,2,20210818.0,,,1,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56541563
2,2,20210905.0,,,2,Unfurnished,18000.0,Apartment,Owner,domcache_srp_56795709
2,3,20210830.0,,Vertex Panache,8,Semi-Furnished,33500.0,Apartment,Owner,domcache_srp_56640509
2,2,20210827.0,,,,Semi-Furnished,14000.0,Residential House,Owner,domcache_srp_56695617
3,3,20210819.0,,,4,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_55467247
3,3,20210822.0,Aastha Avenues,Aasthas Green Homes,4,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_56606327
3,3,20210825.0,,,2,Unfurnished,18000.0,Apartment,Owner,domcache_srp_24196903
2,2,20210828.0,,,4,Semi-Furnished,17500.0,Apartment,Owner,domcache_srp_56708879
2,3,20210831.0,,,1,Unfurnished,23000.0,Apartment,Owner,domcache_srp_56603411
3,3,20210822.0,Vajra Group,Vajras Jasmine County,10,Furnished,47000.0,Apartment,Owner,domcache_srp_44486359
1,1,20210828.0,,,3,Semi-Furnished,8200.0,Apartment,Owner,domcache_srp_56710191
2,2,20210831.0,,,,Unfurnished,12500.0,Residential House,Owner,domcache_srp_56759087
2,2,20210905.0,,,Ground,Semi-Furnished,25000.0,Residential House,Owner,domcache_srp_56755323
3,2,20210822.0,,,Ground,Unfurnished,20000.0,Residential House,Owner,domcache_srp_56600811
2,3,20210908.0,,,1,Semi-Furnished,19000.0,Apartment,Owner,domcache_srp_56754995
2,3,20210831.0,Asvasidh Novateur Developers Pvt. Ltd.,Asvasidh Novateur Nest 1,3,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_56209403
3,3,20210830.0,Legend Estates Pvt. Ltd.,Kondapur,3,Unfurnished,30000.0,Apartment,Owner,domcache_srp_56606841
2,2,20210830.0,,,2,Semi-Furnished,22000.0,Apartment,Owner,domcache_srp_56720575
2,2,20210903.0,,,1,Furnished,17000.0,Builder Floor Apartment,Owner,domcache_srp_56816087
2,2,20210904.0,,Jagadhatri Residency,2,Semi-Furnished,10000.0,Apartment,Owner,domcache_srp_56816211
2,2,20210831.0,,,2,Semi-Furnished,10000.0,Builder Floor Apartment,Owner,domcache_srp_56768173
2,2,20210903.0,,,2,Furnished,19000.0,Apartment,Owner,domcache_srp_56814497
2,2,20210831.0,,,1,Semi-Furnished,9000.0,Residential House,Owner,domcache_srp_56766795
3,3,20210903.0,,,Ground,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56812121
2,2,20210825.0,,Sai Chetan Arcade,4,Unfurnished,12000.0,Apartment,Owner,domcache_srp_56658129
2,2,20210828.0,,,Ground,Unfurnished,28000.0,Apartment,Owner,domcache_srp_48588427
2,3,20210903.0,,,5,Furnished,27000.0,Apartment,Owner,domcache_srp_56812365
2,1,20210826.0,,,,Semi-Furnished,5800.0,Residential House,Owner,domcache_srp_56660815
2,2,20210903.0,,,1,Semi-Furnished,10000.0,Builder Floor Apartment,Owner,domcache_srp_56817413
1,1,20210831.0,,,Ground,Unfurnished,8000.0,Residential House,Owner,domcache_srp_56765179
2,3,20210915.0,,RK Residency Kukatpally,1,Unfurnished,18000.0,Apartment,Owner,domcache_srp_56764733
3,3,20210831.0,,,4,Semi-Furnished,17000.0,Apartment,Owner,domcache_srp_55553451
2,2,20210915.0,AP Rajivswagruha Corporation Ltd.,Aarambh Township,3,Semi-Furnished,12000.0,Apartment,Owner,domcache_srp_56719629
2,3,20210904.0,,Flora Greens,1,Furnished,27500.0,Apartment,Owner,domcache_srp_56830155
2,2,20210903.0,,,4,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56828803
2,2,20210911.0,Tripura Constructions,Mohans Sai Signature,4,Unfurnished,23000.0,Apartment,Owner,domcache_srp_56824031
2,2,20210903.0,,,1,Unfurnished,6000.0,Residential House,Owner,domcache_srp_56824785
3,3,20210903.0,,Victory Krishna Kunj Gardens,3,Furnished,21000.0,Apartment,Owner,domcache_srp_56828023
2,2,20210903.0,,RK Residency,4,Unfurnished,16000.0,Apartment,Owner,domcache_srp_56826993
2,2,20210913.0,,,1,Unfurnished,20000.0,Residential House,Owner,domcache_srp_56830783
3,4,20210909.0,,,1,Semi-Furnished,42500.0,Residential House,Owner,domcache_srp_56830817
1,2,20210903.0,,,,Unfurnished,10000.0,Residential House,Owner,domcache_srp_56831169
2,2,20210903.0,,,4,Semi-Furnished,9000.0,Apartment,Owner,domcache_srp_56831173
2,2,20210828.0,,,2,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56721055
3,2,20210821.0,,,1,Unfurnished,10500.0,Residential House,Owner,domcache_srp_56563791
2,2,20210919.0,,,4,Unfurnished,20000.0,Apartment,Owner,domcache_srp_56763925
2,2,20210904.0,Jaya Bharathi Constructions,Jayabharathi Gardens,4,Unfurnished,11500.0,Apartment,Owner,domcache_srp_56844121
2,2,20210830.0,,,2,Unfurnished,25000.0,Apartment,Owner,domcache_srp_50718494
3,3,20210826.0,,,3,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56679649
2,2,20210829.0,,,4,Unfurnished,8000.0,Apartment,Owner,domcache_srp_56735689
2,2,20210826.0,,,1,Furnished,18000.0,Builder Floor Apartment,Owner,domcache_srp_51023302
3,3,20210908.0,Tristar Developers,Tristar Homes,5,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_56622745
2,2,20210905.0,,Zonah Star,2,Unfurnished,15000.0,Apartment,Owner,domcache_srp_56622717
2,2,20210901.0,,,2,Unfurnished,34000.0,Apartment,Owner,domcache_srp_51766331
2,2,20210915.0,,,2,Semi-Furnished,16000.0,Service Apartment,Owner,domcache_srp_45264879
1,2,20210901.0,,,1,Unfurnished,12000.0,Apartment,Owner,domcache_srp_55605685
3,3,20210824.0,,,5,Unfurnished,35000.0,Apartment,Owner,domcache_srp_50707744
2,3,20210826.0,,,1,Semi-Furnished,25000.0,Builder Floor Apartment,Owner,domcache_srp_56683377
2,2,20210820.0,,,2,Semi-Furnished,15000.0,Apartment,Owner,domcache_srp_49561042
4,3,20210823.0,,,Ground,Semi-Furnished,20000.0,Builder Floor Apartment,Owner,domcache_srp_35888187
1,2,20210830.0,,,2,Semi-Furnished,9000.0,Apartment,Owner,domcache_srp_49714866
2,2,20210901.0,,,,Unfurnished,11000.0,Residential House,Owner,domcache_srp_56786235
2,2,20210901.0,,,1,Semi-Furnished,22000.0,Apartment,Owner,domcache_srp_56785765
3,3,20210824.0,,,1,Furnished,35000.0,Apartment,Owner,domcache_srp_55992397
3,3,20210830.0,Celebrity Prime Developers,Uber Heights Project,3,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_56683743
3,3,20210826.0,,,,Semi-Furnished,35000.0,Residential House,Owner,domcache_srp_56685321
3,3,20210904.0,,,2,Semi-Furnished,50000.0,Apartment,Owner,domcache_srp_25075373
1,1,20210824.0,,,,Unfurnished,7500.0,Residential House,Owner,domcache_srp_56625143
2,2,20210824.0,,,1,Semi-Furnished,18500.0,Apartment,Owner,domcache_srp_56628483
2,2,20210818.0,,,2,Unfurnished,10000.0,Apartment,Owner,domcache_srp_56531815
2,2,20210913.0,,,3,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56588649
2,2,20210827.0,,,4,Unfurnished,10000.0,Apartment,Owner,domcache_srp_56692499
2,2,20210825.0,,,Ground,Unfurnished,9000.0,Residential House,Owner,domcache_srp_56632245
2,2,20210821.0,Western Constrcutions,Western Exotica Project ,4,Semi-Furnished,26000.0,Apartment,Owner,domcache_srp_56588865
3,3,20210830.0,,Divij Pacific Terrace,2,Semi-Furnished,28000.0,Apartment,Owner,domcache_srp_56742121
2,3,20210821.0,,,2,Semi-Furnished,19000.0,Apartment,Owner,domcache_srp_15943287
2,3,20210831.0,,,1,Unfurnished,12500.0,Apartment,Owner,domcache_srp_56743059
1,1,20210902.0,,,Ground,Unfurnished,9000.0,Builder Floor Apartment,Owner,domcache_srp_56205037
2,3,20210830.0,,,2,Furnished,25000.0,Apartment,Owner,domcache_srp_56740617
2,2,20210824.0,,,1,Unfurnished,9000.0,Apartment,Owner,domcache_srp_56629401
2,2,20210830.0,,,1,Semi-Furnished,14500.0,Residential House,Owner,domcache_srp_56745089
1,,20210818.0,,,2,Semi-Furnished,16000.0,Studio Apartment,Owner,domcache_srp_56533373
2,2,20210905.0,,,2,Unfurnished,12000.0,Apartment,Owner,domcache_srp_56608891
2,3,20210916.0,,,2,Unfurnished,10499.0,Residential House,Owner,domcache_srp_56607697
2,2,20210817.0,,,5,Furnished,16000.0,Apartment,Owner,domcache_srp_56509239
3,3,20210903.0,,,3,Furnished,20000.0,Apartment,Owner,domcache_srp_56771249
2,2,20210829.0,,,2,Semi-Furnished,15000.0,Apartment,Owner,domcache_srp_56725129
3,3,20210904.0,,,2,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_56833811
2,2,20210904.0,,,,Unfurnished,12000.0,Residential House,Owner,domcache_srp_56834655
2,3,20210828.0,,,1,Semi-Furnished,16000.0,Builder Floor Apartment,Owner,domcache_srp_56665797
2,2,20210820.0,,,4,Furnished,22000.0,Apartment,Owner,domcache_srp_56567997
2,2,20210823.0,,,1,Semi-Furnished,14500.0,Builder Floor Apartment,Owner,domcache_srp_56566499
2,2,20210826.0,,,1,Unfurnished,11000.0,Builder Floor Apartment,Owner,domcache_srp_56608939
2,2,20210901.0,,,,Unfurnished,12000.0,Residential House,Owner,domcache_srp_56771037
2,2,20210829.0,,,Ground,Semi-Furnished,12000.0,Residential House,Owner,domcache_srp_41493143
3,3,20210820.0,,,4,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_55551689
2,2,20210904.0,,,2,Semi-Furnished,13500.0,Apartment,Owner,domcache_srp_56833601
4,3,20210907.0,,,1,Unfurnished,16000.0,Residential House,Owner,domcache_srp_56833505
2,3,20210826.0,,,,Furnished,18000.0,Villa,Owner,domcache_srp_56666155
3,3,20210903.0,Manjeera Construction,Manjeera Diamond Towers,2,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_15836099
2,2,20210904.0,,,1,Unfurnished,11000.0,Residential House,Owner,domcache_srp_56836485
1,1,20210826.0,,,3,Semi-Furnished,7500.0,Residential House,Owner,domcache_srp_56669477
2,2,20210829.0,,,4,Unfurnished,12000.0,Apartment,Owner,domcache_srp_56727665
2,3,20210909.0,Riddhi Developers,Riddhis Nest,2,Semi-Furnished,26000.0,Apartment,Owner,domcache_srp_55684465
2,2,20210830.0,,,1,Unfurnished,11000.0,Residential House,Owner,domcache_srp_56728259
2,2,20210829.0,Prestige Estates Projects Ltd.,Prestige Ivy League,4,Semi-Furnished,45000.0,Apartment,Owner,domcache_srp_45735069
2,2,20210817.0,,,3,Unfurnished,21977.0,Apartment,Owner,domcache_srp_56513313
2,2,20210901.0,Srila Builders,Srila Towers,3,Furnished,19000.0,Apartment,Owner,domcache_srp_42008471
2,2,20210821.0,Greenmark Developers,Galaxy Apartments,6,Unfurnished,28000.0,Apartment,Owner,domcache_srp_56571713
3,3,20210912.0,,,5,Semi-Furnished,42000.0,Apartment,Owner,domcache_srp_56571207
3,3,20210817.0,Indis,PBEL City,1,Semi-Furnished,30000.0,Apartment,Owner,domcache_srp_33144825
1,2,20210904.0,,,1,Unfurnished,12000.0,Apartment,Owner,domcache_srp_56833087
2,2,20210831.0,,,1,Semi-Furnished,16000.0,Apartment,Owner,domcache_srp_56564225
2,1,20210820.0,,,,Unfurnished,7500.0,Residential House,Owner,domcache_srp_56563813
2,2,20210909.0,,,1,Furnished,15000.0,Residential House,Owner,domcache_srp_44558823
3,3,20210904.0,,,Ground,Semi-Furnished,30000.0,Apartment,Owner,domcache_srp_51134374
2,2,20210830.0,,,1,Furnished,25000.0,Apartment,Owner,domcache_srp_53832231
2,3,20210826.0,,,2,Semi-Furnished,12000.0,Apartment,Owner,domcache_srp_51719045
2,2,20210820.0,Sai Krupa Builder,Lake Ridge Apartments,5,Furnished,18000.0,Apartment,Owner,domcache_srp_56564471
2,2,20210820.0,,,4,Semi-Furnished,19000.0,Apartment,Owner,domcache_srp_56564553
2,2,20210826.0,,,3,Unfurnished,16000.0,Apartment,Owner,domcache_srp_41619653
2,2,20210820.0,,,2,Unfurnished,12000.0,Apartment,Owner,domcache_srp_55798607
2,2,20210820.0,Emerald Developers,Emerald Castle,3,Semi-Furnished,14000.0,Apartment,Owner,domcache_srp_55859923
