prop_id,area_sqft
56622601,1010.0
56685201,600.0
55944457,1230.0
56138457,1000.0
56530269,6000.0
56531479,1175.0
56608979,1150.0
52296685,1800.0
53999409,1600.0
51421914,1350.0
55872049,1953.0
56215225,2625.0
56508349,1230.0
41285987,1300.0
56607809,1825.0
56607963,1100.0
56723189,2500.0
55964359,1250.0
56572835,450.0
56775257,500.0
43328273,1600.0
55352227,1100.0
56583307,2700.0
56583369,1200.0
48322683,1000.0
27115013,1600.0
48725933,1100.0
44704599,1770.0
51160388,1050.0
55995529,1198.0
52851897,1890.0
55037627,1100.0
55964031,900.0
56546285,900.0
56601991,950.0
54949821,1500.0
56587731,150.0
55458289,110.0
27019783,1700.0
56750863,1741.0
56637321,1000.0
56490881,1164.0
55527537,900.0
56693483,1575.0
23226637,1000.0
54731375,100.0
56598365,2600.0
56598987,1250.0
56644533,150.0
56640281,650.0
52244957,1850.0
56504919,2200.0
53986795,1200.0
56653461,1000.0
56563321,1290.0
56658019,150.0
56769851,100.0
56561407,700.0
52911407,
54711241,
56668539,1700.0
56569077,672.0
41848447,2180.0
33028461,
56608003,1000.0
56732371,1075.0
56623891,1075.0
56044147,
55967599,
48051577,
55633721,1250.0
26856707,
56802995,1395.0
56595585,1290.0
56641495,1200.0
56606663,880.0
56810655,1192.0
50657510,500.0
43102661,1450.0
56747303,1800.0
38988453,1000.0
50066416,900.0
50468408,1776.0
53142429,1100.0
55534073,1500.0
54942179,1415.0
55063009,2000.0
18506836,2075.0
54954839,1400.0
56323825,1300.0
56304849,4400.0
49797632,1830.0
55402609,500.0
55683443,2000.0
56048845,1500.0
56597759,1150.0
35562385,1305.0
56071633,900.0
56152109,1600.0
49498221,150.0
18175287,1860.0
54717031,1290.0
55760349,2000.0
55946397,1760.0
55303457,1610.0
56025649,1705.0
55176501,1500.0
54865185,1366.0
55716935,1700.0
56479289,1350.0
36421155,1905.0
12912876,2400.0
56156009,2085.0
53591301,1150.0
56363629,127.0
56373105,1000.0
48841023,1650.0
56304135,1204.0
41055179,180.0
56448541,850.0
15282247,1350.0
54532027,925.0
56382589,1245.0
56247905,950.0
56317963,200.0
56453945,850.0
44117425,1350.0
33642713,1735.0
53454837,1050.0
56353015,1200.0
56351499,1560.0
50688228,970.0
54663681,1500.0
21516269,1050.0
51882463,1250.0
7927743,1530.0
28594747,450.0
56309271,1500.0
53941745,1000.0
56240463,100.0
56281763,1500.0
55273895,1050.0
56405825,1200.0
56288003,1100.0
43737905,1100.0
56357959,900.0
55630455,1005.0
56221613,1000.0
56224351,450.0
55714171,3000.0
56428359,1050.0
56369343,1150.0
56297857,2000.0
52933113,1600.0
56226403,900.0
56480389,1265.0
56250925,1150.0
22114493,1500.0
56256471,1140.0
56449609,947.0
18368199,1885.0
56277713,900.0
56480077,1040.0
56441027,1700.0
56316347,1080.0
54645409,1425.0
50332228,1050.0
49778086,1432.0
48958917,50.0
54543597,1000.0
55240073,1250.0
56263153,980.0
56336981,280.0
56266439,1080.0
54956187,2200.0
56276023,1500.0
56276269,1200.0
34453909,
55275535,
56065857,1200.0
37077121,1800.0
56218477,1250.0
56124287,1300.0
53812851,
56052599,1145.0
54935087,
56225907,1825.0
56444969,1000.0
41093279,1600.0
56391511,1115.0
56396131,1500.0
51017058,
53040233,
56192561,1650.0
55222125,2935.0
56864333,900.0
55983837,1690.0
55966785,1950.0
56199061,1250.0
56981813,950.0
55708023,1240.0
26687851,2600.0
38717411,1955.0
38861607,3500.0
48601773,1350.0
55745597,1800.0
38759459,1612.0
56751179,1575.0
57013945,1260.0
56849587,1600.0
56989253,1350.0
50836886,750.0
56013933,1450.0
56676891,580.0
53297445,150.0
56406307,1150.0
56386577,1150.0
56260359,1000.0
56787613,
56070271,1954.0
55630799,4629.0
55214543,1100.0
26421959,180.0
56037097,1100.0
56036515,1100.0
51029908,1360.0
14714922,1250.0
33149821,1500.0
37653207,1100.0
56052753,2350.0
56091341,2000.0
47342385,1300.0
50599202,7972.0
43736211,2600.0
42823523,1400.0
54939927,2400.0
52528137,600.0
37570957,1400.0
56096387,500.0
19006088,1500.0
56020245,
56982349,190.0
55246437,150.0
55932357,1827.0
55630763,850.0
56938231,915.0
56214847,900.0
56397529,2000.0
55822825,1200.0
50022578,2070.0
48707119,1450.0
57003479,1000.0
56980251,1050.0
57003857,860.0
56994127,1260.0
56341109,1500.0
50575780,900.0
56966457,1216.0
43675469,3600.0
55996093,1010.0
54638005,1250.0
56320735,1000.0
54767171,1236.0
53996755,
56374899,1362.0
56035785,1533.0
32038627,
56071939,1200.0
54925245,1200.0
56997831,1650.0
56502401,1800.0
55548311,1145.0
56958183,1750.0
57044941,600.0
49348147,1990.0
55228161,1600.0
48070065,1050.0
51878463,2235.0
55694705,1600.0
47252159,1000.0
50597582,1600.0
46033983,2900.0
57029757,1198.0
55917571,1586.0
56850749,1360.0
56533411,1300.0
54502863,1120.0
56378421,1580.0
56714865,750.0
56332725,2000.0
53729697,1380.0
55464075,1100.0
55165271,
56014583,1050.0
45299007,1314.0
56606535,1700.0
54740483,1600.0
56980815,320.0
56239639,1300.0
56293225,1300.0
55445449,1975.0
11446627,800.0
56715875,800.0
56299407,1200.0
56876429,1575.0
53034047,1400.0
56864165,900.0
50533612,1050.0
56113913,2002.0
56402525,2250.0
44835431,1559.0
52346741,1580.0
56478687,1150.0
35572701,1545.0
56996027,1460.0
55980915,1310.0
53282487,
36079413,1200.0
57012839,1200.0
54215943,800.0
56386019,
56275271,
41793697,1800.0
36002809,1400.0
52785741,1492.0
56462079,3600.0
55127701,1450.0
52227247,1555.0
55812203,1050.0
55719129,1100.0
56969219,1200.0
56484605,950.0
55601899,1000.0
55622741,1000.0
56173829,1250.0
55065595,1150.0
56366331,1990.0
54826759,1140.0
56965081,1100.0
55889505,2500.0
55946063,2085.0
56168355,900.0
51691285,550.0
55744531,1008.0
55030965,100.0
35830197,1800.0
54607605,1400.0
54468567,1100.0
56936197,1290.0
56497977,1600.0
48137479,1100.0
50185532,2080.0
55626525,1248.0
55970511,165.0
48520687,1670.0
56367009,970.0
53287969,3900.0
56334579,1200.0
53938057,1150.0
54289663,1375.0
55627061,1475.0
55841723,1380.0
55768485,1200.0
56194605,1400.0
55766405,2020.0
55549111,1200.0
56341487,2170.0
54933405,2006.0
56686059,2500.0
55952909,1100.0
55088075,1500.0
56251149,1565.0
56431245,1000.0
55368847,1540.0
54319161,1650.0
55641175,1150.0
26706939,2044.0
54403311,1780.0
56141413,2660.0
55581867,2400.0
51560615,1198.0
56582631,1500.0
56531649,1000.0
53304451,2050.0
55557401,1650.0
56090915,3634.0
55683017,1200.0
56096205,1575.0
56139967,1800.0
55145123,2600.0
53112113,1200.0
51399984,1834.0
55517913,1685.0
56527111,1200.0
48408391,1090.0
54313395,1740.0
41952063,1406.0
55253443,1856.0
55615557,1295.0
56826125,1200.0
56121825,167.0
56250159,1174.0
56449193,2000.0
42157945,1345.0
55232729,2300.0
55198967,2030.0
56555075,80.0
55290907,1100.0
56136329,850.0
56461381,1600.0
56446845,1650.0
56213187,1200.0
55984635,1400.0
52335137,1000.0
55338529,1850.0
54911351,1290.0
56784973,2649.0
42819875,2100.0
41532335,1150.0
50090442,1650.0
56830437,1215.0
55726917,1400.0
46618975,1525.0
56171761,1150.0
56378721,1000.0
56265519,300.0
56069139,1100.0
50533616,1200.0
51998185,1250.0
54749981,1050.0
56379959,1000.0
54320119,2363.0
55863299,1130.0
56393753,600.0
55971081,1100.0
44908971,1154.0
55899035,1337.0
17147195,1925.0
48845751,1198.0
56604323,200.0
55725227,1075.0
55460161,1750.0
32625669,2160.0
56968729,1200.0
55742417,1875.0
55877349,1910.0
50147032,1200.0
56560939,950.0
55881077,2045.0
56391597,1901.0
55707797,180.0
55851977,1900.0
29694189,1200.0
52525335,1613.0
56841149,1225.0
56977579,1150.0
56941193,200.0
49315515,1050.0
53077799,1880.0
55831781,1150.0
56918883,2700.0
48113587,1850.0
56602531,2900.0
31488239,1360.0
56387237,1800.0
46524403,4659.0
55980377,1385.0
56878113,1750.0
49353653,1350.0
56567105,1172.0
55585763,1250.0
56885755,950.0
56397379,1300.0
52107209,1400.0
56866769,1350.0
56509235,1775.0
55546391,1853.0
56751503,2700.0
56514495,2150.0
44671981,1000.0
47897679,1000.0
55822817,1690.0
54338323,1200.0
56846235,1330.0
56688567,1000.0
52723219,1819.0
56609307,1000.0
56241175,1350.0
52674131,1803.0
56607859,2000.0
56733417,1800.0
56600527,1050.0
56599531,1283.0
56811697,1683.0
56167601,1034.0
56831559,1000.0
56228187,1250.0
56746613,2000.0
55269421,1100.0
55868067,1250.0
55271859,1870.0
56785793,1933.0
56148711,1150.0
56621129,1687.0
55761073,850.0
56580101,1560.0
56772829,1250.0
48378185,1100.0
56229767,800.0
56525841,1650.0
55260947,1200.0
56716895,2500.0
56419007,1000.0
55843463,2200.0
56050631,700.0
56280077,1175.0
54337877,1100.0
56792007,550.0
56739751,1500.0
56641517,1245.0
56721625,900.0
55418181,4000.0
56547795,3200.0
55879169,3600.0
45112423,1850.0
52018605,1270.0
56530465,1945.0
18076740,1700.0
55952463,1155.0
56300199,970.0
56415173,1618.0
56751519,2000.0
55550631,1650.0
54971725,1200.0
35810207,1384.0
54576483,1590.0
51998737,900.0
56532113,1910.0
32293101,1198.0
56356719,4500.0
38255659,1500.0
53048049,1050.0
56484597,700.0
23562257,1530.0
52749083,1769.0
55208455,4600.0
54635881,1600.0
55895559,1738.0
57021917,1350.0
53832657,1650.0
47037933,2800.0
30511339,2000.0
56968627,1135.0
48742437,1600.0
50126626,1200.0
31975819,500.0
36404193,1157.0
56140191,1235.0
56418079,1800.0
52030363,1530.0
52998385,1215.0
56174097,1155.0
51281446,1740.0
56881369,1580.0
56990661,900.0
56999081,1020.0
56393797,150.0
24948081,1815.0
44119281,1050.0
56386679,1435.0
56983115,1314.0
56993711,1710.0
56994403,1650.0
56246821,970.0
52983223,1800.0
55633563,3100.0
56422905,3345.0
54430257,1860.0
55747835,1961.0
56894407,2500.0
56828763,1200.0
54042977,4000.0
56215207,1260.0
56906865,2595.0
44005049,1850.0
56357511,1250.0
52469269,750.0
55740221,1200.0
57076291,
56493563,240.0
56469195,1100.0
48531395,1000.0
57084145,
46082613,1200.0
57075357,
57072205,
57070231,
57076883,
57075351,
57075189,
57072213,
57085239,
57080821,
57086057,
57085989,
57085973,
57087891,
57084193,
43045551,1100.0
57084083,
57089477,
18401280,1400.0
49866044,1586.0
56410289,1257.0
56524131,900.0
48597807,2000.0
32759377,3000.0
36877909,1330.0
57072667,
57073967,
38644585,1050.0
57070395,
57079735,
57079331,
57078419,
57078219,
57084051,
57072629,
57071607,
57071217,
57082091,
57080871,
57076205,
57074037,
57071563,
57083311,
57074035,
57082723,
57076433,
57074481,
57071163,
57076465,
57087625,
57086681,
56071083,1660.0
57087895,
57083071,
57084881,
56052021,1100.0
57088337,
57088585,
57088135,
57087295,
57087633,
57089937,
57087523,
53176519,
57084355,
57073465,
57083341,
57086139,
28769597,
57085005,
57086663,
57079435,
35650347,970.0
57088963,
57070869,
57081571,
57080537,
57087049,
57067509,
56991371,1385.0
56991935,1050.0
56994631,1250.0
56994695,1200.0
56994453,2400.0
57014735,800.0
57068719,
57014343,1480.0
56999681,1220.0
56998785,3095.0
57015427,1735.0
56998957,1920.0
56998847,1060.0
57016057,1250.0
57000213,1250.0
57002335,1150.0
57002369,1200.0
57060549,
57061081,
57042323,
57043115,
46871891,120.0
56981095,1750.0
21648115,1700.0
56354065,1300.0
57058327,
57021889,1200.0
57039395,
57005293,1500.0
57030077,1250.0
56982263,1600.0
40823293,1000.0
57003951,1200.0
57003553,1745.0
57003315,1050.0
57044161,
57005753,1500.0
56985491,1100.0
57030715,1400.0
57044817,
57030493,900.0
57030515,1215.0
57031473,1216.0
56360435,1241.0
57013045,1450.0
56995939,1800.0
57050585,
56995679,1000.0
56996671,1050.0
56997023,1100.0
57050355,
57049295,
56990259,1730.0
57049399,
57049243,
57067775,
57048879,
57008765,1215.0
33208773,1800.0
55992279,1570.0
56998287,1620.0
57051317,
56372665,1090.0
52576001,2400.0
54109841,1860.0
49397541,1275.0
57011829,850.0
57011761,1000.0
57051861,
57055175,
57054039,
26006305,1410.0
57031761,970.0
57010025,1600.0
56990843,1200.0
54857641,1400.0
56982989,130.0
57030247,1200.0
57018689,1050.0
55942267,1250.0
57030469,1206.0
57063525,
56991455,400.0
56992011,500.0
56994937,1395.0
56994981,1400.0
57012135,
57049705,
57049759,
56993405,1252.0
56996015,1000.0
57014711,1475.0
57069319,
57069351,
56997619,1100.0
56997249,1140.0
56997843,88.0
46896343,1900.0
56999643,1900.0
56999687,550.0
56999691,250.0
56998783,1700.0
51168088,1000.0
57015275,1000.0
19313391,1500.0
56998945,1283.0
57040269,
57000261,1200.0
57025757,1500.0
56981439,157.0
56981453,
56981315,1510.0
57061207,
57016231,1100.0
57026607,1240.0
57001833,1200.0
57042473,
57001589,1470.0
56981711,1150.0
47734489,200.0
56982073,1400.0
57062169,
57000031,1300.0
57041657,
57056755,
40480647,1000.0
52500951,2200.0
52349287,1805.0
57022039,1810.0
57058035,
57038215,
57057989,
57057279,
57063355,
57003683,1050.0
57017983,1300.0
57029171,1100.0
56983431,1400.0
56984415,1150.0
57031653,1200.0
56984131,1945.0
57045279,
56983515,1450.0
53199459,1600.0
56984889,1400.0
57002779,1100.0
17226646,1540.0
56995895,1550.0
56995669,1100.0
56995721,1250.0
56995323,1270.0
56995605,1535.0
57049275,
57009661,
57049477,
56990283,900.0
57068479,
56989937,900.0
57068235,
56987409,1412.0
56987981,1300.0
57067357,
57066645,
57067737,
56988287,1040.0
56988341,140.0
57031931,1200.0
57032211,1600.0
57008889,2115.0
56506523,2000.0
57066979,
56365719,1010.0
56985585,1600.0
55992403,650.0
25792325,1134.0
57015057,1500.0
56998207,800.0
57051229,
56998025,1000.0
51965635,1200.0
45253829,
56371255,1253.0
56386907,1100.0
57045031,
56983625,500.0
57059227,
57039593,
57065911,
57008111,1180.0
57033067,
57033081,
57033173,
57033187,
57033251,
57034131,
57035303,
57033573,
57036213,
57035925,
57034807,
57051509,
57052271,
57055605,
57053117,
57053245,
57057433,
57069157,
57067237,
56984097,1000.0
52734489,1060.0
56991421,980.0
57012253,950.0
56994991,697.0
56994339,1650.0
56998797,700.0
57059603,
39924915,1350.0
57025773,1660.0
38340069,
36527017,
57000365,2500.0
57060175,
57061015,
56981919,1695.0
57037419,
57058199,
56984917,1460.0
56985101,1185.0
37128075,1695.0
56983475,1350.0
56984839,1510.0
57004671,1980.0
56996903,1550.0
56986161,2000.0
57047623,
57009323,1900.0
56986365,1263.0
20341114,1090.0
35501525,
56464865,900.0
57046425,
57065539,
15990237,
57034047,
36510995,
57053285,
57068801,
57032897,
57061843,
57061487,
32276597,2050.0
20732448,1900.0
57064401,
57012499,600.0
29222003,1000.0
56988921,1200.0
57067675,
56986251,1350.0
49802856,
57039597,
57033147,
57066433,
56225819,1000.0
56966231,1200.0
56956953,1155.0
28603577,1100.0
56979671,1175.0
55110995,1955.0
56123187,2000.0
56811425,3887.0
56814633,2259.0
56870759,2430.0
53655905,1900.0
55132443,5000.0
57070027,1834.0
54571083,1280.0
54917519,1885.0
56767607,3160.0
57022677,1710.0
56218617,2200.0
57047199,4000.0
56924045,1690.0
55834081,3414.0
56975213,1600.0
55859837,3927.0
56897205,1410.0
56931301,2400.0
56935229,1200.0
56877853,1400.0
50524894,1200.0
24854211,1000.0
52673319,1100.0
56856909,500.0
56867141,1200.0
50861598,960.0
56259043,1330.0
56922503,720.0
49747342,1250.0
54623489,4500.0
56628029,1350.0
56584801,2000.0
56688927,990.0
55320787,1550.0
51755953,1650.0
56149921,1600.0
56256111,500.0
45235369,3000.0
56618583,1250.0
56738991,600.0
56621513,1970.0
55991899,1800.0
54662591,1050.0
55623963,1740.0
55109919,1825.0
49773110,1800.0
56746475,2000.0
56640037,1250.0
56643213,2185.0
56116069,1410.0
55722999,1800.0
56657475,1200.0
56768951,1720.0
56722757,1100.0
56661183,1500.0
56838131,1500.0
56580297,1887.0
56756539,1535.0
56679131,910.0
56621813,1465.0
55965437,1305.0
56573605,1000.0
55994015,1500.0
56791119,750.0
53241419,390.0
56534057,1450.0
52040061,2800.0
56092929,1580.0
55506207,1050.0
56571867,1250.0
56513681,1083.0
56513597,1200.0
56068701,1163.0
55894105,1550.0
46168349,1100.0
55970973,1300.0
56616533,1600.0
56128709,1450.0
56687305,1143.0
48026509,1600.0
16242711,1000.0
56580731,1150.0
56622099,950.0
52931101,1250.0
56524499,1200.0
55720153,1210.0
55474731,1200.0
56616215,1283.0
50872680,3000.0
55965209,1100.0
56753525,1725.0
56549199,1100.0
56500887,1225.0
56642985,840.0
56704665,1400.0
56645241,1190.0
56507049,1020.0
56592343,1350.0
56749193,650.0
20124449,5500.0
46009479,2420.0
52362085,1198.0
56812347,800.0
56813267,1440.0
56822637,550.0
56821081,1086.0
32280753,
38493533,300.0
56837687,1250.0
56515295,1600.0
40217171,
56848845,1895.0
50716292,620.0
56850699,2310.0
56776455,697.0
41818827,2085.0
56500707,1208.0
56639047,1179.0
56541333,600.0
56792709,1834.0
56543719,1836.0
56540533,1200.0
56606839,1000.0
50106810,1200.0
20301075,1310.0
51631031,1198.0
56045735,1300.0
56989439,1100.0
24959237,1250.0
23103583,2800.0
47241731,700.0
39395063,900.0
57002525,1165.0
56981941,1100.0
22822589,
34379283,2200.0
49382601,868.0
55694751,800.0
56417377,960.0
48231387,524.0
56982519,900.0
36402593,1200.0
57008441,1750.0
23857327,1245.0
48309695,1200.0
56238117,1325.0
56487853,1525.0
56361111,1710.0
56280671,1050.0
56297111,1550.0
56423517,126.0
54390919,950.0
55531751,1185.0
56340799,1900.0
20749100,
57044275,
57006909,1100.0
30407769,800.0
35634491,1600.0
25680901,1050.0
56992335,950.0
44360003,1850.0
57021911,260.0
49915018,1100.0
53192079,1200.0
43708807,600.0
55398211,3900.0
55428007,1600.0
49594402,1965.0
56379643,1150.0
49614522,800.0
56288205,900.0
54996819,1100.0
55671101,1800.0
56297313,1450.0
56478015,1250.0
24684171,1000.0
56246313,2400.0
56386861,1050.0
56398057,80.0
45256889,1700.0
56209925,1270.0
53405073,1200.0
51216548,1200.0
56382067,1024.0
56385177,1150.0
56163171,165.0
56157487,1400.0
41844205,130.0
56454417,1350.0
56342891,2023.0
56270587,700.0
55354481,1140.0
51594493,550.0
56278627,1050.0
56348511,910.0
50095984,1100.0
48699215,1800.0
56146849,1278.0
56429635,1784.0
41121325,
56359289,700.0
31998043,1600.0
56288401,1350.0
54849037,1400.0
56051439,650.0
38072099,1890.0
32901105,1500.0
56121911,1342.0
27050675,
56112841,858.0
56440161,1854.0
48735353,700.0
56188893,1600.0
35526047,1858.0
56370003,1200.0
56234745,1160.0
55395083,1800.0
56363399,165.0
49742576,1370.0
56040111,1100.0
55686497,1200.0
55822601,1250.0
53047501,2000.0
